Id	Name	NotIdentifiedName 	Notes
1778	돌가죽	흰색 물약	"6시간 동안 (마법과 동일하게) 돌 피부 효과를 부여합니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1779	축복	흰색 물약	"6시간 동안 축복(주문 효과)을 부여합니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1780	신성한 힘	검은색 물약	"레벨을 일시적으로 20 올리고 나이를 1년 증가시킵니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1781	신성한 치유	검은색 물약	"체력이 최대치 이하일 경우 100의 체력을 추가하고 나이를 1살 올려줍니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1782	신성 마법	검은색 물약	"주문력가 최대치 이하일 경우 100을 추가하고 나이를 1살 올려줍니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1783	힘의 정수	검은색 물약	"1회 사용 가능: 힘을 15 증가시키고 지력을 5 감소시킵니다(영구적으로). 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1784	지력의 정수	검은색 물약	"1회 사용 가능: 지력을 15 증가시키고 힘을 5 감소시킵니다(영구 효과). 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1785	인격의 정수	검은색 물약	"1회 사용 가능: 인격을 15만큼 증가시키고 속도를 5만큼 영구적으로 감소시킵니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1786	체력의 정수	검은색 물약	"1회 사용 가능: 체력을 15 증가시키고 다른 모든 능력치를 1씩 영구적으로 감소시킵니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1787	정확도의 정수	검은색 물약	"1회 사용 가능: 정확도를 15 증가시키고 행운을 5 감소시킵니다(영구 효과). 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1788	속도의 정수	검은색 물약	"1회 사용 가능: 이동 속도를 15 증가시키고 인격을 5 감소시킵니다(영구 효과). 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1789	행운의 정수	검은색 물약	"1회 사용 가능: 행운을 15 증가시키고 정확도를 5 감소시킵니다(영구 효과). 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1790	회춘	검은색 물약	"모든 마법적 노화 효과를 제거하고 7가지 주요 능력치에서 각각 1을 뺍니다. 마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1791	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1792	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1793	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1794	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1795	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1796	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1797	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1798	물약병	물약병	"마시려면 물약을 집어 들고 캐릭터 초상화를 오른쪽 클릭하십시오. 섞으려면 물약을 집어 들고 다른 물약을 오른쪽 클릭하십시오."
1799	금화	금화	금화 몇 개.
1800	금화	금화	금화 더미.
1801	금화	금화	금화 더미.
1802	횃불	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1803	화염 화살	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1804	불 저항	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1805	화염 오라	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1806	가속	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1807	화염구	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1808	화염 가시	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1809	화염의 장막	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1810	유성우	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1811	지옥불	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1812	소각	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1813	마법사의 눈	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1814	깃털 낙하	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1815	공기 저항	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1816	전기 불꽃	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1817	깃털 낙하	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1818	방패	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1819	번개 화살	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1820	투명화	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1821	내파	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1822	비행	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1823	별 폭발	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1824	각성	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1825	독 분사	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1826	물 저항	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1827	얼음 화살	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1828	수면 보행	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1829	아이템 충전	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1830	산성 폭발	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1831	아이템 마법 부여	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1832	도시 귀환	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1833	얼음 폭발	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1834	로이드의 신호기	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1835	기절	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1836	감속	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1837	대지 저항	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1838	치명적인 벌떼	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1839	돌가죽	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1840	칼날	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1841	석화 해제	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1842	바위 폭발	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1843	염동력	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1844	죽음의 꽃	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1845	대규모 왜곡	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1846	생명체 감지	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1847	축복	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1848	운명	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1849	언데드 퇴치	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1850	저주 해제	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1851	생명 보존	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1852	영웅심	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1853	영혼 채찍	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1854	소생	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1855	생명 공유	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1856	부활	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1857	텔레파시	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1858	공포 해제	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1859	정신 저항	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1860	정신 폭발	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1861	매혹	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1862	마비 치료	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1863	광폭화	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1864	집단 공포	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1865	광기 치료	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1866	정신 충격	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1867	노예화	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1868	약화 치료	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1869	치유	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1870	육체 저항	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1871	고통	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1872	재생	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1873	독 치료	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1874	망치손	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1875	질병 치료	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1876	마법 보호	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1877	비행 주먹	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1878	대치유	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1879	빛의 화살	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1880	언데드 파괴	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1881	마법 해제	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1882	마비	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1883	위스프 소환	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1884	신들의 날	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1885	프리즘 빛	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1886	보호의 날	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1887	힘의 시간	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1888	태양 광선	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1889	신성한 개입	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1890	시체 소생	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1891	독구름	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1892	흡혈 무기	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1893	축소 광선	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1894	금속 파편	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1895	언데드 지배	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1896	고통 반사	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1897	어둠의 손아귀	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1898	드래곤의 숨결	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1899	아마겟돈	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1900	영혼 흡수	주문서	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오."
1901			
1902	횃불	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1903	화염 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1904	불 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1905	불 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1906	화염 오라	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1907	화염 오라	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1908	가속	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1909	화염구	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1910	화염 가시	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1911	화염의 장막	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1912	유성우	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1913	지옥불	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1914	소각	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1915	마법사의 눈	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1916	깃털 낙하	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1917	공기 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1918	공기 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1919	전기 불꽃	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1920	전기 불꽃	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1921	도약	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1922	방패	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1923	번개 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1924	투명화	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1925	내파	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1926	비행	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1927	별 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1928	각성	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
